entity;paidDate
bd8fef16b460;2024-04-08
bd8fef16b460;2024-04-05
bd8fef16b460;2024-04-06
bd8fef16b460;2024-04-08
bd8fef16b460;2024-04-09
bd8fef16b460;2024-04-09
bd8fef16b460;2024-05-31
bd8fef16b460;2024-04-11
bd8fef16b460;2024-04-09
bd8fef16b460;2024-04-09
bd8fef16b460;2024-04-10
bd8fef16b460;2024-04-11
bd8fef16b460;2024-04-09
bd8fef16b460;2024-04-10
bd8fef16b460;2024-04-12
bd8fef16b460;2024-04-10
bd8fef16b460;2024-04-10
bd8fef16b460;2024-04-10
bd8fef16b460;2024-04-11
bd8fef16b460;2024-04-15
bd8fef16b460;2024-04-11
bd8fef16b460;2024-04-19
bd8fef16b460;2024-04-10
bd8fef16b460;2024-04-10
bd8fef16b460;2024-04-11
bd8fef16b460;2024-04-12
bd8fef16b460;2024-04-10
bd8fef16b460;2024-04-11
bd8fef16b460;2024-04-10
bd8fef16b460;2024-04-11
bd8fef16b460;2024-04-12
bd8fef16b460;2024-04-11
bd8fef16b460;2024-04-12
bd8fef16b460;2024-04-11
bd8fef16b460;2024-04-11
bd8fef16b460;2024-04-11
bd8fef16b460;2024-04-11
bd8fef16b460;2024-04-14
bd8fef16b460;2024-04-12
bd8fef16b460;2024-05-08
bd8fef16b460;2024-04-12
bd8fef16b460;2024-04-12
bd8fef16b460;2024-04-12
bd8fef16b460;2024-04-15
bd8fef16b460;2024-04-15
bd8fef16b460;2024-04-15
bd8fef16b460;2024-04-17
bd8fef16b460;2024-04-15
bd8fef16b460;2024-04-15
bd8fef16b460;2024-04-17
bd8fef16b460;2024-04-15
bd8fef16b460;2024-04-16
bd8fef16b460;2024-04-15
bd8fef16b460;2024-04-18
bd8fef16b460;2024-04-23
bd8fef16b460;2024-04-18
bd8fef16b460;2024-04-15
bd8fef16b460;2024-04-16
bd8fef16b460;2024-04-18
bd8fef16b460;2024-04-17
bd8fef16b460;2024-04-16
bd8fef16b460;2024-04-17
bd8fef16b460;2024-04-18
bd8fef16b460;2024-04-17
bd8fef16b460;2024-04-17
bd8fef16b460;2024-04-16
bd8fef16b460;2024-04-16
bd8fef16b460;2024-04-16
bd8fef16b460;2024-04-18
bd8fef16b460;2024-04-16
bd8fef16b460;2024-04-17
bd8fef16b460;2024-04-18
bd8fef16b460;2024-04-18
bd8fef16b460;2024-04-18
bd8fef16b460;2024-04-17
bd8fef16b460;2024-04-17
bd8fef16b460;2024-04-19
bd8fef16b460;2024-04-18
bd8fef16b460;2024-04-26
bd8fef16b460;2024-04-18
bd8fef16b460;2024-04-18
bd8fef16b460;2024-04-18
bd8fef16b460;2024-05-08
bd8fef16b460;2024-04-22
bd8fef16b460;2024-04-19
bd8fef16b460;2024-04-18
bd8fef16b460;2024-04-19
bd8fef16b460;2024-04-23
bd8fef16b460;2024-04-22
bd8fef16b460;2024-04-19
bd8fef16b460;2024-04-19
bd8fef16b460;2024-04-21
bd8fef16b460;2024-05-21
bd8fef16b460;2024-04-19
bd8fef16b460;2024-04-19
bd8fef16b460;2024-04-30
bd8fef16b460;2024-04-22
bd8fef16b460;2024-04-19
bd8fef16b460;2024-04-19
bd8fef16b460;2024-04-22
bd8fef16b460;2024-04-22
bd8fef16b460;2024-04-22
bd8fef16b460;2024-04-22
bd8fef16b460;2024-04-25
bd8fef16b460;2024-01-31
bd8fef16b460;2024-04-22
bd8fef16b460;2024-04-22
bd8fef16b460;2024-04-23
bd8fef16b460;2024-05-03
bd8fef16b460;2024-04-24
bd8fef16b460;2024-04-24
bd8fef16b460;2024-04-23
bd8fef16b460;2024-04-24
bd8fef16b460;2024-06-10
bd8fef16b460;2024-04-23
bd8fef16b460;2024-04-25
bd8fef16b460;2024-04-24
bd8fef16b460;2024-04-23
bd8fef16b460;2024-04-23
bd8fef16b460;2024-04-24
bd8fef16b460;2024-04-24
bd8fef16b460;2024-04-24
bd8fef16b460;2024-04-25
bd8fef16b460;2024-04-24
bd8fef16b460;2024-04-24
bd8fef16b460;2024-04-25
bd8fef16b460;2024-04-24
bd8fef16b460;2024-04-25
bd8fef16b460;2024-04-24
bd8fef16b460;2024-05-06
bd8fef16b460;2024-04-25
bd8fef16b460;2024-05-15
bd8fef16b460;2024-04-27
bd8fef16b460;2024-04-25
bd8fef16b460;2024-04-25
bd8fef16b460;2024-04-26
bd8fef16b460;2024-04-25
bd8fef16b460;2024-04-27
bd8fef16b460;2024-04-26
bd8fef16b460;2024-04-26
bd8fef16b460;2024-04-26
bd8fef16b460;2024-05-02
bd8fef16b460;2024-05-03
bd8fef16b460;2024-04-26
bd8fef16b460;2024-04-26
bd8fef16b460;2024-04-27
bd8fef16b460;2024-04-26
bd8fef16b460;2024-05-07
bd8fef16b460;2024-04-27
bd8fef16b460;2024-04-27
bd8fef16b460;2024-05-02
bd8fef16b460;2024-05-13
bd8fef16b460;2024-04-27
bd8fef16b460;2024-05-08
bd8fef16b460;2024-04-27
bd8fef16b460;2024-04-26
bd8fef16b460;2024-04-27
bd8fef16b460;2024-05-01
bd8fef16b460;2024-04-29
bd8fef16b460;2024-04-27
bd8fef16b460;2024-04-27
bd8fef16b460;2024-05-02
bd8fef16b460;2024-04-29
bd8fef16b460;2024-04-27
bd8fef16b460;2024-05-03
bd8fef16b460;2024-05-06
bd8fef16b460;2024-05-03
bd8fef16b460;2024-05-02
bd8fef16b460;2024-05-02
bd8fef16b460;2024-05-02
bd8fef16b460;2024-04-27
bd8fef16b460;2024-05-02
bd8fef16b460;2024-05-06
bd8fef16b460;2024-05-03
bd8fef16b460;2024-05-03
bd8fef16b460;2024-05-03
bd8fef16b460;2024-05-03
bd8fef16b460;2024-05-03
bd8fef16b460;2024-05-03
bd8fef16b460;2024-05-08
bd8fef16b460;2024-05-03
bd8fef16b460;2024-05-03
bd8fef16b460;2024-05-19
bd8fef16b460;2024-05-08
bd8fef16b460;2024-05-04
bd8fef16b460;2024-05-06
bd8fef16b460;2024-05-06
bd8fef16b460;2024-05-08
bd8fef16b460;2024-05-06
bd8fef16b460;2024-05-06
bd8fef16b460;2024-05-06
bd8fef16b460;2024-05-07
bd8fef16b460;2024-05-06
bd8fef16b460;2024-05-07
bd8fef16b460;2024-05-07
bd8fef16b460;2024-05-07
bd8fef16b460;2024-05-07
bd8fef16b460;2024-05-13
bd8fef16b460;2024-05-08
bd8fef16b460;2024-05-26
bd8fef16b460;2024-05-14
bd8fef16b460;2024-05-10
bd8fef16b460;2024-05-08
bd8fef16b460;2024-05-13
bd8fef16b460;2024-05-08
bd8fef16b460;2024-05-13
bd8fef16b460;2024-05-13
bd8fef16b460;2024-05-10
bd8fef16b460;2024-05-13
bd8fef16b460;2024-05-13
bd8fef16b460;2024-05-14
bd8fef16b460;2024-05-13
bd8fef16b460;2024-05-13
bd8fef16b460;2024-05-15
bd8fef16b460;2024-05-20
bd8fef16b460;2024-05-13
bd8fef16b460;2024-05-21
bd8fef16b460;2024-05-16
bd8fef16b460;2024-05-14
bd8fef16b460;2024-05-14
bd8fef16b460;2024-05-14
bd8fef16b460;2024-05-15
bd8fef16b460;2024-05-15
bd8fef16b460;2024-05-16
bd8fef16b460;2024-05-14
bd8fef16b460;2024-05-15
bd8fef16b460;2024-05-15
bd8fef16b460;2024-05-28
bd8fef16b460;2024-05-16
bd8fef16b460;2024-05-16
bd8fef16b460;2024-05-16
bd8fef16b460;2024-05-21
bd8fef16b460;2024-05-16
bd8fef16b460;2024-05-17
bd8fef16b460;2024-05-17
bd8fef16b460;2024-05-17
bd8fef16b460;2024-05-17
bd8fef16b460;2024-05-20
bd8fef16b460;2024-05-21
bd8fef16b460;2024-05-20
bd8fef16b460;2024-05-17
bd8fef16b460;2024-05-21
bd8fef16b460;2024-05-23
bd8fef16b460;2024-05-21
bd8fef16b460;2024-05-21
bd8fef16b460;2024-05-30
bd8fef16b460;2024-05-23
bd8fef16b460;2024-05-23
bd8fef16b460;2024-05-23
bd8fef16b460;2024-05-22
bd8fef16b460;2024-05-22
bd8fef16b460;2024-05-23
bd8fef16b460;2024-05-23
bd8fef16b460;2024-05-23
bd8fef16b460;2024-05-24
bd8fef16b460;2024-05-24
bd8fef16b460;2024-05-23
bd8fef16b460;2024-05-24
bd8fef16b460;2024-05-25
bd8fef16b460;2024-05-27
bd8fef16b460;2024-05-27
bd8fef16b460;2024-05-27
bd8fef16b460;2024-05-27
bd8fef16b460;2024-05-24
bd8fef16b460;2024-05-24
bd8fef16b460;2024-06-14
bd8fef16b460;2024-05-23
bd8fef16b460;2024-05-24
bd8fef16b460;2024-05-24
bd8fef16b460;2024-05-27
bd8fef16b460;2024-05-27
bd8fef16b460;2024-06-09
bd8fef16b460;2024-05-29
bd8fef16b460;2024-05-27
bd8fef16b460;2024-05-27
bd8fef16b460;2024-05-27
bd8fef16b460;2024-05-27
bd8fef16b460;2024-05-27
bd8fef16b460;2024-05-27
bd8fef16b460;2024-05-28
bd8fef16b460;2024-05-28
bd8fef16b460;2024-05-29
bd8fef16b460;2024-05-28
bd8fef16b460;2024-05-28
bd8fef16b460;2024-06-03
bd8fef16b460;2024-05-28
bd8fef16b460;2024-05-28
bd8fef16b460;2024-05-29
bd8fef16b460;2024-05-28
bd8fef16b460;2024-05-29
bd8fef16b460;2024-05-31
bd8fef16b460;2024-05-30
bd8fef16b460;2024-06-01
bd8fef16b460;2024-05-30
bd8fef16b460;2024-05-31
bd8fef16b460;2024-05-30
bd8fef16b460;2024-05-08
bd8fef16b460;2024-05-30
bd8fef16b460;2024-05-30
bd8fef16b460;2024-06-03
bd8fef16b460;2024-05-31
bd8fef16b460;2024-05-08
bd8fef16b460;2024-06-03
bd8fef16b460;2024-06-04
bd8fef16b460;2024-06-05
bd8fef16b460;2024-06-14
bd8fef16b460;2024-06-05
bd8fef16b460;2024-06-06
bd8fef16b460;2024-06-07
bd8fef16b460;2024-06-05
bd8fef16b460;2024-06-05
bd8fef16b460;2024-06-06
bd8fef16b460;2024-06-07
bd8fef16b460;2024-06-07
bd8fef16b460;2024-06-13
bd8fef16b460;2024-06-07
bd8fef16b460;2024-06-10
bd8fef16b460;2024-06-13
bd8fef16b460;2024-06-07
bd8fef16b460;2024-06-10
bd8fef16b460;2024-06-10
bd8fef16b460;2024-06-11
bd8fef16b460;2024-06-11
bd8fef16b460;2024-06-11
bd8fef16b460;2024-06-13
bd8fef16b460;2024-06-11
bd8fef16b460;2024-06-11
bd8fef16b460;2024-06-14
bd8fef16b460;2024-06-12
bd8fef16b460;2024-06-12
bd8fef16b460;2024-06-14
bd8fef16b460;2024-06-14
bd8fef16b460;2024-06-13
bd8fef16b460;2024-06-19
bd8fef16b460;2024-06-14
bd8fef16b460;2024-06-14
bd8fef16b460;2024-06-17
bd8fef16b460;2024-06-18
bd8fef16b460;2024-06-19
bd8fef16b460;2024-06-14
bd8fef16b460;2024-06-14
bd8fef16b460;2024-06-19
bd8fef16b460;2024-06-14
bd8fef16b460;2024-06-17
bd8fef16b460;2024-06-17
bd8fef16b460;2024-06-17
bd8fef16b460;2024-06-18
bd8fef16b460;2024-06-18
bd8fef16b460;2024-06-18
bd8fef16b460;2024-06-21
bd8fef16b460;2024-06-19
bd8fef16b460;2024-06-19
bd8fef16b460;2024-06-20
bd8fef16b460;2024-06-19
bd8fef16b460;2024-06-21
bd8fef16b460;2024-06-25
bd8fef16b460;2024-06-21
bd8fef16b460;2024-06-25
bd8fef16b460;2024-06-25
bd8fef16b460;2024-07-12
bd8fef16b460;2024-06-26
bd8fef16b460;2024-06-25
bd8fef16b460;2024-06-28
bd8fef16b460;2024-06-25
bd8fef16b460;2024-06-27
bd8fef16b460;2024-06-26
bd8fef16b460;2024-06-26
bd8fef16b460;2024-06-26
bd8fef16b460;2024-07-16
bd8fef16b460;2024-06-26
bd8fef16b460;2024-06-26
bd8fef16b460;2024-06-26
bd8fef16b460;2024-07-01
bd8fef16b460;2024-06-27
bd8fef16b460;2024-07-02
bd8fef16b460;2024-06-28
bd8fef16b460;2024-06-28
bd8fef16b460;2024-06-28
bd8fef16b460;2024-07-03
bd8fef16b460;2024-07-01
bd8fef16b460;2024-06-28
bd8fef16b460;2024-07-01
bd8fef16b460;2024-07-01
bd8fef16b460;2024-07-12
bd8fef16b460;2024-07-12
bd8fef16b460;2024-07-01
bd8fef16b460;2024-07-02
bd8fef16b460;2024-07-02
bd8fef16b460;2024-07-03
bd8fef16b460;2024-07-04
bd8fef16b460;2024-07-04
bd8fef16b460;2024-07-03
bd8fef16b460;2024-07-03
bd8fef16b460;2024-07-03
bd8fef16b460;2024-07-05
bd8fef16b460;2024-07-03
bd8fef16b460;2024-07-03
bd8fef16b460;2024-07-04
bd8fef16b460;2024-07-04
bd8fef16b460;2024-07-08
bd8fef16b460;2024-07-04
bd8fef16b460;2024-07-04
bd8fef16b460;2024-07-04
bd8fef16b460;2024-07-04
bd8fef16b460;2024-07-05
bd8fef16b460;2024-07-05
bd8fef16b460;2024-07-08
bd8fef16b460;2024-07-09
bd8fef16b460;2024-07-08
bd8fef16b460;2024-07-09
bd8fef16b460;2024-07-08
bd8fef16b460;2024-07-09
bd8fef16b460;2024-07-12
bd8fef16b460;2024-07-09
bd8fef16b460;2024-07-10
bd8fef16b460;2024-07-09
bd8fef16b460;2024-07-09
bd8fef16b460;2024-07-29
bd8fef16b460;2024-07-11
bd8fef16b460;2024-07-10
bd8fef16b460;2024-07-15
bd8fef16b460;2024-07-10
bd8fef16b460;2024-07-11
bd8fef16b460;2024-07-11
bd8fef16b460;2024-07-12
bd8fef16b460;2024-07-12
bd8fef16b460;2024-07-15
bd8fef16b460;2024-07-12
bd8fef16b460;2024-08-01
bd8fef16b460;2024-07-12
bd8fef16b460;2024-07-18
bd8fef16b460;2024-07-30
bd8fef16b460;2024-07-23
bd8fef16b460;2024-07-16
bd8fef16b460;2024-07-17
bd8fef16b460;2024-07-18
bd8fef16b460;2024-07-16
bd8fef16b460;2024-08-05
bd8fef16b460;2024-07-16
bd8fef16b460;2024-07-18
bd8fef16b460;2024-07-25
bd8fef16b460;2024-09-12
bd8fef16b460;2024-07-16
bd8fef16b460;2024-07-18
bd8fef16b460;2024-07-30
bd8fef16b460;2024-08-06
bd8fef16b460;2024-07-17
bd8fef16b460;2024-07-22
bd8fef16b460;2024-08-07
bd8fef16b460;2024-07-19
bd8fef16b460;2024-07-19
bd8fef16b460;2024-07-22
bd8fef16b460;2024-07-18
bd8fef16b460;2024-07-18
bd8fef16b460;2024-07-19
bd8fef16b460;2024-07-22
bd8fef16b460;2024-07-18
bd8fef16b460;2024-07-19
bd8fef16b460;2024-08-08
bd8fef16b460;2024-07-22
bd8fef16b460;2024-07-25
bd8fef16b460;2024-07-24
bd8fef16b460;2024-08-14
bd8fef16b460;2024-07-23
bd8fef16b460;2024-07-29
bd8fef16b460;2024-07-24
bd8fef16b460;2024-10-02
bd8fef16b460;2024-07-25
bd8fef16b460;2024-07-26
bd8fef16b460;2024-07-26
bd8fef16b460;2024-07-30
bd8fef16b460;2024-07-29
bd8fef16b460;2024-07-31
bd8fef16b460;2024-07-30
bd8fef16b460;2024-07-29
bd8fef16b460;2024-08-02
bd8fef16b460;2024-07-31
bd8fef16b460;2024-07-30
bd8fef16b460;2024-08-01
bd8fef16b460;2024-07-30
bd8fef16b460;2024-07-30
bd8fef16b460;2024-07-31
bd8fef16b460;2024-07-31
bd8fef16b460;2024-07-31
bd8fef16b460;2024-08-01
bd8fef16b460;2024-08-02
bd8fef16b460;2024-08-01
bd8fef16b460;2024-08-02
bd8fef16b460;2024-08-02
bd8fef16b460;2024-08-14
bd8fef16b460;2024-08-02
bd8fef16b460;2024-08-05
bd8fef16b460;2024-08-05
bd8fef16b460;2024-08-05
bd8fef16b460;2024-08-08
bd8fef16b460;2024-08-14
bd8fef16b460;2024-08-07
bd8fef16b460;2024-08-07
bd8fef16b460;2024-07-31
bd8fef16b460;2024-08-09
bd8fef16b460;2024-08-09
bd8fef16b460;2024-08-08
bd8fef16b460;2024-08-09
bd8fef16b460;2024-08-08
bd8fef16b460;2024-08-12
bd8fef16b460;2024-08-12
bd8fef16b460;2024-08-26
bd8fef16b460;2024-08-16
bd8fef16b460;2024-08-13
bd8fef16b460;2024-08-12
bd8fef16b460;2024-08-13
bd8fef16b460;2024-08-12
bd8fef16b460;2024-08-12
bd8fef16b460;2024-08-12
bd8fef16b460;2024-08-14
bd8fef16b460;2024-08-13
bd8fef16b460;2024-08-15
bd8fef16b460;2024-08-15
bd8fef16b460;2024-08-13
bd8fef16b460;2024-08-13
bd8fef16b460;2024-08-14
bd8fef16b460;2024-08-13
bd8fef16b460;2024-08-14
bd8fef16b460;2024-08-14
bd8fef16b460;2024-08-16
bd8fef16b460;2024-08-14
bd8fef16b460;2024-08-14
bd8fef16b460;2024-08-16
bd8fef16b460;2024-08-19
bd8fef16b460;2024-08-16
bd8fef16b460;2024-08-20
bd8fef16b460;2024-08-19
bd8fef16b460;2024-08-21
bd8fef16b460;2024-08-19
bd8fef16b460;2024-08-19
bd8fef16b460;2024-08-20
bd8fef16b460;2024-08-20
bd8fef16b460;2024-08-16
bd8fef16b460;2024-08-23
bd8fef16b460;2024-08-25
bd8fef16b460;2024-08-27
bd8fef16b460;2024-08-30
bd8fef16b460;2024-08-30
bd8fef16b460;2024-08-23
bd8fef16b460;2024-08-28
bd8fef16b460;2024-08-27
bd8fef16b460;2024-08-27
bd8fef16b460;2024-08-29
bd8fef16b460;2024-08-29
bd8fef16b460;2024-08-28
bd8fef16b460;2024-08-29
bd8fef16b460;2024-09-12
bd8fef16b460;2024-09-12
bd8fef16b460;2024-09-20
bd8fef16b460;2024-09-27
bd8fef16b460;2024-09-20
bd8fef16b460;2024-09-24
bd8fef16b460;2024-09-24
bd8fef16b460;2024-09-27
bd8fef16b460;2024-09-30
bd8fef16b460;2024-09-28
bd8fef16b460;2024-09-24
bd8fef16b460;2024-09-30
bd8fef16b460;2024-10-04
bd8fef16b460;2024-09-30
bd8fef16b460;2024-10-02
bd8fef16b460;2024-10-01
bd8fef16b460;2024-10-03
bd8fef16b460;2024-10-04
bd8fef16b460;2024-10-15
bd8fef16b460;2024-10-10
bd8fef16b460;2024-10-10
bd8fef16b460;2024-10-09
bd8fef16b460;2024-10-10
bd8fef16b460;2024-10-09
bd8fef16b460;2024-10-11
bd8fef16b460;2024-10-16
bd8fef16b460;2024-10-14
bd8fef16b460;2024-10-14
bd8fef16b460;2024-10-16
bd8fef16b460;2024-10-16
bd8fef16b460;2024-10-18
bd8fef16b460;2024-10-17
bd8fef16b460;2024-10-17
bd8fef16b460;2024-10-21
bd8fef16b460;2024-10-17
bd8fef16b460;2024-10-21
bd8fef16b460;2024-10-21
bd8fef16b460;2024-10-22
bd8fef16b460;2024-10-21
bd8fef16b460;2024-10-22
bd8fef16b460;2024-10-22
bd8fef16b460;2024-10-22
bd8fef16b460;2024-10-23
bd8fef16b460;2024-10-23
bd8fef16b460;2024-10-24
bd8fef16b460;2024-10-23
bd8fef16b460;2024-10-24
bd8fef16b460;2024-10-24
